Domain,Question,FinalLabel
cpna,What is the average price to consumer for the 'IPA' segment in the 'MAT YA' time period across all pack types?,Simple
cpna,Which top 3 brands have the highest value sales in the 'MAT TY' time period in the total market?,Simple
cpna,What is the volume sales year-over-year percentage change for the 'MORETTI' brand in the 'LP TY' period?,Simple
cpna,How does the promo pressure for the 'MORETTI' brand in 'LP TY' compare to 'LP YA' in the Omnichannel market?,Simple
cpna,What are the top 3 SKUs in terms of volume sales for the 'STRONG BLONDE' segment in 'YTD TY' across all areas?,Simple
cpna,What is the total value sales for the 'WHEAT BEERS' segment in 'LP TY' across the Omnichannel market?,Simple
cpna,How does the value market share for the 'CERES' brand in 'YTD TY' compare to 'YTD YA' in the total market?,Simple
cpna,What is the percentage change in value sales for 'LATT' pack type from 'YTD YA' to 'YTD TY' in the total market?,Simple
cpna,Which sub-brand has the highest volume market share in the 'CLASSIC LAGER' segment in 'LP TY'?,Simple
cpna,What is the total promo volume for the 'IPA' segment in 'MAT TY' across all markets?,Simple
cpna,How does the average price to consumer for the 'MORETTI' brand in 'MAT TY' compare to 'MAT YA' in the Omnichannel market?,Simple
cpna,What is the value market share for the 'PERONI' brand in the 'YTD TY' period across all areas?,Simple
cpna,Which manufacturer has the highest volume sales in the 'STRONG BLONDE' segment in 'MAT TY'?,Simple
cpna,What is the percentage change in price to consumer for the 'WHEAT BEERS' segment from 'MAT YA' to 'MAT TY'?,Simple
cpna,Which pack type has the highest volume sales in the 'CLASSIC LAGER' segment in 'YTD TY'?,Simple
cpna,What are the top 3 areas by volume sales for the 'IPA' segment in 'LP TY'?,Simple
cpna,How does the volume sales for the 'MET' pack type in 'MAT TY' compare to 'MAT YA' in the total retailer channel?,Simple
cpna,What is the base rate of sales for the 'PLF' brand in the 'MAT TY' period across the total market?,Simple
cpna,Which top 3 SKUs have the highest promo volume in the 'FLAVORED' segment in 'MAT TY'?,Simple
cpna,What is the percentage change in volume market share for the 'LAGER' segment from 'LP YA' to 'LP TY' across all areas?,Simple
cpna,How does the value sales for the 'PREMIUM LAGER' sub-brand in 'YTD TY' compare to 'YTD YA' across all areas?,Simple
cpna,What is the total volume sales for the 'STRONG BLONDE' segment in 'YTD TY' across the total market?,Simple
cpna,Which brand has the highest weighted distribution in the 'CLASSIC LAGER' segment in 'LP TY'?,Simple
cpna,What is the percentage change in value sales for the 'HEINEKEN' brand from 'YTD YA' to 'YTD TY' in all areas?,Simple
cpna,How does the volume market share for the 'NABLAB' segment in 'LP TY' compare to 'LP YA' in all areas?,Simple
cpna,What is the promo value market share for the 'IPA' segment in 'LP TY' across the total market?,Simple
cpna,Which top 3 manufacturers have the highest value market share in the 'WHEAT BEERS' segment in 'MAT TY'?,Simple
cpna,What is the percentage change in volume sales for the 'PLT' brand from 'LP YA' to 'LP TY' in the Omnichannel market?,Simple
cpna,How does the promo pressure for the 'PORETTI' brand in 'MAT TY' compare to 'MAT YA' in the Omnichannel market?,Simple
cpna,What is the total volume market share for the 'FLAVORED' segment in 'MAT TY' in the total market?,Simple
cpna,Which area has the highest volume sales for the 'CERES' brand in the 'MAT TY' period?,Simple
cpna,What is the percentage change in price to consumer for the 'PLAS' pack type from 'MAT YA' to 'MAT TY'?,Simple
cpna,How does the average price to consumer for the 'LAGER' segment in 'LP TY' compare to 'LP YA' across the total retailer channel?,Simple
cpna,What is the total value sales for the 'OTHER BEER STYLES' segment in 'YTD TY' across the total retailer channel?,Simple
cpna,Which top 3 SKUs have the highest weighted distribution in the 'CLASSIC LAGER' segment in 'MAT TY'?,Simple
cpna,What is the percentage change in volume sales for the 'BIRRA/LIMON' sub-brand from 'LP YA' to 'LP TY' in the total market?,Simple
cpna,How does the volume sales for the 'VET' pack type in 'YTD TY' compare to 'YTD YA' in the total market?,Simple
cpna,What is the value market share for the 'G. HEINEKEN' manufacturer in the 'YTD TY' period across all areas?,Simple
cpna,Which segment has the highest base rate of sales in the 'MAT TY' period in the total market?,Simple
cpna,What is the percentage change in volume market share for the 'PREMIUM' sub-brand from 'YTD YA' to 'YTD TY'?,Simple
cpna,Why do specific brands show a higher percentage change in revenue compared to others in the 'MAT TY' period?,Complex
cpna,What is the total promo volume for the 'STRONG BLONDE' segment in 'MAT YA' across all markets?,Simple
cpna,Which top 3 areas have the highest value sales for the 'WHEAT BEERS' segment in 'MAT TY'?,Simple
cpna,What is the percentage change in value market share for the 'MORETTI' brand from 'LP YA' to 'LP TY' in the Omnichannel market?,Simple
cpna,Why do certain pack types show a significant difference in volume sales year over year?,Complex
cpna,Why did certain beer segments experience a change in volume sales from 'LP YA' to 'LP TY' across different areas?,Complex
cpna,Why do some beer segments not show any promotional volume in certain time periods?,Complex
cpna,Why is there a variation in price to consumer for top SKUs in the 'YTD TY' versus 'YTD YA' time periods?,Complex
cpna,Why do some regions exhibit a higher volume market share for certain beer brands in the 'MAT YA' period?,Complex
cpna,Why do some areas show a significant percentage change in volume sales for top beer segments?,Complex
cpna,Why is there a discrepancy in value market share among top manufacturers from 'LP YA' to 'LP TY'?,Complex
cpna,Why are specific segments showing a decline in volume sales in the 'LP TY' period?,Complex
cpna,Why is the promo pressure different across top brands in the 'MAT TY' period?,Complex
cpna,Why do certain sub-brands have a higher weighted distribution in some areas but not others?,Complex
cpna,Why are there fluctuations in the average price to consumer for top SKUs from 'YTD YA' to 'YTD TY'?,Complex
cpna,Why do some beer brands show no change in volume market share from 'LP YA' to 'LP TY'?,Complex
cpna,Why is there a variance in value sales among different pack types across time periods?,Complex
cpna,Why do some manufacturers have a higher volume market share in 'MAT YA' compared to 'MAT TY'?,Complex
cpna,Why do some beer segments not show any value market share in certain time periods?,Complex
cpna,Why do top brands exhibit different trends in value market share from 'LP YA' to 'LP TY'?,Complex
cpna,Why is there a difference in promotional volume share among top SKUs in different regions?,Complex
cpna,Why do certain beer segments have a higher promo pressure in the 'YTD TY' period?,Complex
cpna,Why are some pack types more prevalent in specific areas compared to others?,Complex
cpna,Why do top manufacturers exhibit a significant percentage change in value sales from 'YTD YA' to 'YTD TY'?,Complex
cpna,Why are certain sub-brands not present in top volume contributing areas?,Complex
cpna,Why do some brands show a significant difference in promo pressure from 'LP YA' to 'LP TY'?,Complex
cpna,Why is the weighted distribution for top SKUs higher in some segments than others?,Complex
cpna,Why do specific regions have a higher average price to consumer for certain beer segments?,Complex
cpna,Why is there a difference in volume sales year over year for top brands in 'MAT YA'?,Complex
cpna,Why are some sub-brands showing a decline in value sales in the 'MAT TY' period?,Complex
cpna,Why do certain areas exhibit a higher percentage change in revenue for top manufacturers?,Complex
cpna,Why is there a variance in promo volume among different beer segments across time periods?,Complex
cpna,Why do some beer brands show no change in value market share from 'MAT YA' to 'MAT TY'?,Complex
cpna,Why do certain pack types have a higher volume market share in 'YTD TY' compared to 'YTD YA'?,Complex
cpna,Why do some beer segments not show any volume market share in certain areas?,Complex
cpna,Why do top SKUs exhibit different trends in volume market share from 'LP YA' to 'LP TY'?,Complex
cpna,Why is there a difference in promotional volume share among top brands in different segments?,Complex
cpna,Why do certain beer segments have a higher weighted distribution in the 'MAT TY' period?,Complex
cpna,Why are some areas more prevalent in specific pack types compared to others?,Complex
cpna,Why do top manufacturers exhibit a significant percentage change in volume sales from 'LP YA' to 'LP TY'?,Complex
cpna,Why are certain brands not present in top value contributing segments?,Complex
cpna,Why do some segments show a significant difference in promo pressure from 'MAT YA' to 'MAT TY'?,Complex
cpna,Why is the average price to consumer for top SKUs higher in some brands than others?,Complex
cpna,Why do specific regions have a higher volume sales for certain beer segments?,Complex
cpna,Why is there a difference in value sales year over year for top segments in 'YTD YA'?,Complex
cpna,Why are some sub-brands showing a decline in volume sales in the 'YTD TY' period?,Complex
cpna,Why do certain manufacturers exhibit a higher percentage change in revenue from 'LP YA' to 'LP TY'?,Complex
cpna,Why is there a variance in promo volume among different brands across time periods?,Complex
cpna,How does the volume market share of AB InBev brands in the 'YTD TY' period compare to 'YTD YA' across all segments?,Simple
cpna,Why do certain pack types have a higher value market share in 'LP TY' compared to 'LP YA'?,Complex
cpna,How does the promo volume of AB InBev brands in the 'MAT TY' period compare across different segments?,Simple
cpna,Why do top SKUs exhibit different trends in value market share from 'MAT YA' to 'MAT TY'?,Complex
cpna,Why is there a difference in promotional volume share among top segments in different areas?,Complex
cpna,Why do certain beer brands have a higher weighted distribution in the 'LP TY' period compared to 'LP YA'?,Complex
cpna,Why are some pack types more prevalent in specific manufacturers compared to others?,Complex
cpna,What is the total volume and revenue of AB InBev brands in the 'MAT TY' period across all markets?,Simple
cpna,How does the volume market share of AB InBev brands in 'Area 1' compare to 'Area 4' in the 'MAT TY' period?,Simple
cpna,What are the percentage changes in volume and revenue for AB InBev brands from 'LP YA' to 'LP TY' in the total market?,Simple
cpna,Which AB InBev brand has the highest price to consumer in the 'MAT TY' period across all pack types?,Simple
cpna,What is the weighted distribution for AB InBev brands in the 'LP TY' period in the omnichannel market?,Simple
cpna,How does the volume sales of AB InBev brands in the 'LP TY' period compare across different pack types?,Simple
cpna,What are the top 3 AB InBev brands by volume sales in the 'YTD TY' period in the omnichannel market?,Simple
cpna,How does the value market share of AB InBev brands in 'Area 2' compare to 'Area 3' in the 'MAT TY' period?,Simple
cpna,What is the total value market share of AB InBev brands in the 'MAT YA' period across all areas?,Simple
cpna,How does the promo volume of AB InBev brands in the 'LP TY' period compare across different areas?,Simple
cpna,What are the percentage changes in value sales for AB InBev brands from 'YTD YA' to 'YTD TY' in the omnichannel market?,Simple
cpna,Which AB InBev brands have the highest promo pressure in the 'LP TY' period in the total retailer channel?,Simple
cpna,What is the average price to consumer for AB InBev brands in the 'MAT TY' period across top segments?,Simple
cpna,How does the value sales of AB InBev brands in the 'YTD TY' period compare across different pack types?,Simple
cpna,What are the top 3 AB InBev SKUs by volume sales in the 'YTD TY' period in the total market?,Simple
cpna,How does the volume market share of AB InBev brands in 'Area 4' compare to 'Area 1' in the 'YTD TY' period?,Simple
cpna,What is the total value sales of AB InBev brands in the 'YTD TY' period across all retailer types?,Simple
cpna,How does the volume sales of AB InBev brands in the 'MAT TY' period compare across different areas?,Simple
cpna,What are the percentage changes in volume sales for AB InBev brands from 'LP YA' to 'LP TY' in the total area channel?,Simple
cpna,Which AB InBev brands have the highest weighted distribution in the 'MAT TY' period in the omnichannel market?,Simple
cpna,What is the average price to consumer for AB InBev brands in the 'YTD TY' period across top regions?,Simple
cpna,How does the value market share of AB InBev brands in 'Area 3' compare to 'Area 2' in the 'LP TY' period?,Simple
cpna,What are the top 3 AB InBev brands by value sales in the 'MAT TY' period in the total area channel?,Simple
cpna,How does the promo volume of AB InBev brands in the 'YTD TY' period compare across different retailer types?,Simple
cpna,What is the total volume market share of AB InBev brands in the 'LP YA' period across all segments?,Simple
cpna,How does the volume market share of AB InBev brands in 'Area 1' compare to 'Area 4' in the 'MAT YA' period?,Simple
cpna,What are the top 3 AB InBev SKUs by value sales in the 'MAT TY' period in the omnichannel market?,Simple
cpna,How does the price to consumer for the 'CLASSIC LAGER' segment vary across different pack types in the 'YTD TY' time period?,Simple
cpna,What is the total volume and revenue of AB InBev brands in the 'MAT YA' period in the total retailer channel?,Simple
cpna,"What is the weighted distribution for the 'IPA' segment across different pack types in the 'MAT TY' time period, and how does it impact volume sales?",Simple
cpna,What are the percentage changes in value sales for AB InBev brands from 'LP YA' to 'LP TY' in the omnichannel market?,Simple
cpna,Which AB InBev brands have the highest promo value market share in the 'MAT TY' period in the total market?,Simple
cpna,What is the average price to consumer for AB InBev brands in the 'LP TY' period across top distribution channels?,Simple
cpna,"Across all areas, which brand's SKUs have the highest promo pressure in the 'MAT TY' time period, and how does this correlate with promo volume?",Simple
cpna,What are the top 3 AB InBev brands by volume market share in the 'YTD TY' period in the total area channel?,Simple
cpna,How does the volume sales year ago for the 'WHEAT BEERS' segment compare between 'Area 2' and 'Area 3' in the 'MAT YA' period?,Simple
cpna,What is the total value market share of AB InBev brands in the 'MAT TY' period across all retailer types?,Simple
cpna,How does the volume market share for the 'OTHER BEER STYLES' segment in 'Omnichannel' during 'MAT TY' compare to 'MAT YA'?,Simple
cpna,What are the percentage changes in volume sales for AB InBev brands from 'MAT YA' to 'MAT TY' in the total market?,Simple
cpna,Which AB InBev brands have the highest weighted distribution in the 'YTD TY' period in the total retailer channel?,Simple
cpna,What is the average price to consumer for AB InBev brands in the 'MAT YA' period across top brands?,Simple
cpna,"How does the weighted distribution 4 weekly for 'MORETTI' brand compare across 'Area 1', 'Area 2', 'Area 3', and 'Area 4' in 'MAT TY'?",Simple
cpna,What are the top 3 AB InBev brands by value market share in the 'LP TY' period in the total market?,Simple
cpna,"Which segment has the highest promo volume share in the 'Omnichannel' market during 'YTD TY', and how does it impact its market share?",Simple
cpna,What is the total volume and revenue of AB InBev brands in the 'YTD YA' period across all segments?,Simple
cpna,How does the value per change year ago for the 'WHEAT BEERS' segment compare between 'Area 2' and 'Area 3' in the 'MAT YA' period?,Simple
cpna,What are the percentage changes in value sales for AB InBev brands from 'MAT TY' to 'MAT YA' in the omnichannel market?,Simple
cpna,Which AB InBev brands have the highest promo pressure in the 'YTD TY' period in the total area channel?,Simple
cpna,How does the base rate of sales for the 'PREMIUM LAGER' sub-brand compare across different areas in 'MAT TY'?,Simple
cpna,"What are the top 3 brands by promo volume in the 'WHEAT BEERS' segment during 'LP TY', and how does this correlate with their market share?",Complex
cpna,How does the percentage change in volume sales from 'LP YA' to 'LP TY' compare between the 'FLAVORED' and 'STRONG BLONDE' segments in 'Omnichannel'?,Simple
cpna,"What is the average price to consumer for 'MORETTI' across different pack types in 'YTD TY', and how does it impact its volume sales?",Complex
cpna,How does the volume sales year ago for the 'WHEAT BEERS' segment compare between the top 3 brands in the 'MAT YA' period?,Complex
cpna,"How does the weighted distribution 4 weekly for 'PERONI' brand compare across 'Area 1', 'Area 2', 'Area 3', and 'Area 4' in 'MAT TY'?",Complex
cpna,How does the 'CLASSIC LAGER' segment's volume sales in 'Area 1' compare to 'Area 2' in the 'MAT TY' time period?,Complex
cpna,How does the average price to consumer for the 'FLAVORED' segment in 'Area 1' during 'MAT TY' compare to 'MAT YA'?,Simple
cpna,"Which manufacturer's products have the highest volume market share in 'Area 1' during 'MAT TY', and what is the main contributing segment?",Simple
cpna,Which AB InBev sub-brands have shown the highest percentage change in volume from 'LP YA' to 'LP TY' in the total market?,Complex
cpna,Which AB InBev brands have shown the highest percentage change in volume market share from 'MAT YA' to 'MAT TY'?,Simple
cpna,Which AB InBev sub-brands have shown the highest percentage change in revenue from 'MAT YA' to 'MAT TY'?,Simple
cpna,Which AB InBev brands have shown the highest percentage change in value market share from 'YTD YA' to 'YTD TY'?,Simple
cpna,"Which brand in the 'STRONG BLONDE' segment has the highest value market share in 'Area 4' during 'LP TY', and what is its average price to consumer?",Simple
cpna,Which AB InBev sub-brands have shown the highest percentage change in volume from 'YTD YA' to 'YTD TY'?,Simple
cpna,What is the percentage change in value sales for the 'PREMIUM' price segment from 'LP YA' to 'LP TY' across all manufacturers?,Simple
cpna,Which AB InBev sub-brands have shown the highest percentage change in revenue from 'LP YA' to 'LP TY'?,Simple
cpna,"For the top 5 SKUs by volume sales in the 'CLASSIC LAGER' segment during 'MAT TY', what is the corresponding promo pressure?",Simple
cpna,What is the average price to consumer for 'IPA' beers across different manufacturers in the 'YTD TY' period?,Simple
cpna,"What are the top 5 brands by total volume sales in the 'MAT TY' time period across all markets, and how does their market share compare?",Simple
cpna,"Which manufacturer has the highest volume market share in the 'FLAVORED' beer segment during the 'MAT TY' time period, and how has it changed from 'MAT YA'?",Simple
cpna,"For the top 3 SKUs in terms of volume sales in the 'STRONG BLONDE' segment, what is the average price to consumer and how does it compare to the segment average in 'YTD TY'?",Simple
cpna,"In the 'Omnichannel' market, which brand has shown the greatest percentage change in value sales from 'LP YA' to 'LP TY'?",Simple
cpna,"For the 'HEINEKEN' brand, what is the percentage change in volume sales across different areas from 'MAT YA' to 'MAT TY'?",Simple
cpna,"What is the total volume and value sales for the 'PREMIUM LAGER' sub-brand in the 'YTD TY' period, and how does it compare to the 'YTD YA' period?",Simple
cpna,"What are the top 3 SKUs by value sales in the 'FLAVORED' segment during 'LP TY', and what is their volume market share?",Simple
cpna,Which manufacturer's products have the lowest average price to consumer in the 'STRONG BLONDE' segment during 'YTD TY'?,Simple
cpna,"In the 'Omnichannel' market, which pack type has the highest volume sales for the 'CLASSIC LAGER' segment in 'MAT TY'?",Simple
cpna,What is the total market share (volume and value) for the 'IPA' segment across all manufacturers in 'LP TY'?,Simple
cpna,"For the 'CLASSIC LAGER' segment, how does the volume per change year ago in the 'MAT TY' period compare across the top 3 areas?",Simple
cpna,"What are the top 3 pack types by volume sales in the 'NABLAB' segment during 'LP TY', and how do their price to consumer rates compare?",Simple
cpna,"For the 'OTHER BEER STYLES' segment, what is the percentage change in volume market share from 'LP YA' to 'LP TY' in 'Area 1'?",Simple
cpna,"Across all areas, which brand has the highest value market share in the 'CLASSIC LAGER' segment during 'MAT TY'?",Simple
cpna,"What is the total promo volume share for the 'FLAVORED' segment in 'Omnichannel' during 'YTD TY', and how does it compare to 'YTD YA'?",Simple
cpna,"Across all areas, which sub-brand has shown the greatest percentage change in volume sales from 'YTD YA' to 'YTD TY'?",Simple
cpna,Which area showed the highest growth in volume sales for the 'PREMIUM LAGER' sub-brand from 'LP YA' to 'LP TY'?,Simple
cpna,Which sub-brand has the highest volume sales in the 'CLASSIC LAGER' segment in 'Area 2' during 'MAT TY'?,Simple
cpna,"What is the total volume and value sales for 'PERONI' in the 'Omnichannel' market during 'LP TY', and how does it compare to 'LP YA'?",Simple
cpna,What is the percentage change in value market share for the 'PREMIUM' price segment across all areas from 'MAT YA' to 'MAT TY'?,Simple
cpna,"Which manufacturer has the highest volume sales in the 'OTHER BEER STYLES' segment during 'YTD TY', and what is their main contributing brand?",Simple
cpna,"Which area has the highest volume sales for the 'NASTRO AZZURRO' brand during 'YTD TY', and how does it compare to 'YTD YA'?",Simple
cpna,"For the 'IPA' segment, what is the total value sales in 'Omnichannel' during 'LP TY', and how does it compare to 'LP YA'?",Simple
cpna,"In the 'Omnichannel' market, what is the total volume and value sales for the 'LAGER' segment during 'MAT TY', and how does it compare to 'MAT YA'?",Simple
cpna,"What is the total promo volume share for the 'NABLAB' segment in 'Area 3' during 'YTD TY', and how does it compare to 'YTD YA'?",Simple
cpna,Which brand in the 'FLAVORED' segment has shown the greatest percentage change in volume sales from 'LP YA' to 'LP TY' in 'Area 4'?,Simple
cpna,"For the 'CLASSIC LAGER' segment, how does the volume per change year ago in 'Area 1' during 'MAT TY' compare to the segment average?",Simple
cpna,"Across all areas, which brand's SKUs have the lowest average price to consumer in the 'MAT TY' time period?",Simple
cpna,"What are the top 3 SKUs by volume sales in the 'STRONG BLONDE' segment during 'MAT TY', and how do their market shares compare?",Simple
cpna,"What is the total volume and value sales for the 'PREMIUM LAGER' sub-brand in 'Area 2' during 'LP TY', and how does it compare to 'LP YA'?",Simple
cpna,Which area showed the highest growth in value sales for the 'PREMIUM LAGER' sub-brand from 'YTD YA' to 'YTD TY'?,Simple
cpna,"What is the total volume and value sales for 'HEINEKEN' in the 'Omnichannel' market during 'LP TY', and how does it compare to 'LP YA'?",Simple
cpna,What is the total amount paid not on time to suppliers in the US compared to Canada?,Simple
cpna,Analyze the performance of Corona compared to Heineken in time period LP YA?,Complex
